Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD
AIJ-102394,Data Engineer,Government,Australia,PhD,12,0.77,0.74,Hybrid,38699
AIJ-102395,HR Specialist,Energy,USA,Master,16,0.59,0.57,No,76879
AIJ-102396,Blockchain Developer,Transportation,UK,Bachelor,4,0.25,0.82,Hybrid,41862
AIJ-102397,IoT Specialist,Media,UAE,Bachelor,16,0.75,0.98,Hybrid,211129
AIJ-102398,Blockchain Developer,Transportation,Pakistan,High School,8,0.88,0.33,No,85148
AIJ-102399,Cloud Architect,Energy,Pakistan,Master,20,0.88,0.76,No,139607
AIJ-102400,Prompt Engineer,Healthcare,USA,Bachelor,19,0.72,0.23,No,154146
AIJ-102401,AI Engineer,Manufacturing,USA,Bachelor,10,0.2,0.72,No,150167
AIJ-102402,Cybersecurity Analyst,Government,Japan,High School,12,0.86,0.48,No,52654
AIJ-102403,Machine Learning Engineer,Transportation,UK,High School,12,0.15,0.47,Hybrid,216495
AIJ-102404,IoT Specialist,Energy,Pakistan,PhD,5,0.48,0.93,Yes,52711
AIJ-102405,IoT Specialist,Media,Germany,PhD,20,0.51,0.78,Yes,80988
AIJ-102406,AI Engineer,Technology,USA,Bachelor,25,0.58,0.53,Yes,92542
AIJ-102407,Software Developer,Healthcare,Germany,PhD,9,0.25,0.83,No,99432
AIJ-102408,Digital Marketer,Education,Australia,Bachelor,4,0.42,0.89,No,190102
AIJ-102409,Data Engineer,Technology,India,High School,19,0.79,0.22,Yes,170053
AIJ-102410,Software Developer,Transportation,UK,Bachelor,4,0.28,0.51,Yes,90966
AIJ-102411,Healthcare Analyst,Healthcare,Australia,High School,17,0.14,0.76,No,133450
AIJ-102412,Prompt Engineer,Retail,UAE,High School,21,0.81,0.71,Yes,136457
AIJ-102413,DevOps Engineer,Education,Australia,Master,25,0.35,0.49,Yes,44213
AIJ-102414,Business Analyst,Energy,India,Master,18,0.42,0.79,Hybrid,66152
AIJ-102415,DevOps Engineer,Finance,Australia,Bachelor,3,0.93,0.43,No,57154
AIJ-102416,Business Analyst,Media,Canada,High School,7,0.69,0.67,No,155717
AIJ-102417,Cloud Architect,Technology,India,Master,6,0.71,0.39,Hybrid,154244
AIJ-102418,Prompt Engineer,Education,Germany,Master,8,0.66,0.7,No,46910
AIJ-102419,Software Developer,Technology,Australia,Bachelor,18,0.77,0.63,Hybrid,66894
AIJ-102420,Product Manager,Healthcare,Australia,Bachelor,11,0.93,0.8,No,204013
AIJ-102421,Prompt Engineer,Healthcare,Australia,High School,13,0.25,0.57,Yes,106228
AIJ-102422,DevOps Engineer,Government,Pakistan,Bachelor,25,0.5,0.41,Yes,31064
AIJ-102423,Teacher,Education,Canada,High School,20,0.3,0.64,No,74486
AIJ-102424,Healthcare Analyst,Manufacturing,USA,Master,12,0.36,0.89,Yes,148764
AIJ-102425,AI Engineer,Government,India,High School,8,0.45,0.85,Yes,195742
AIJ-102426,Machine Learning Engineer,Education,Canada,Bachelor,4,0.63,0.33,Hybrid,167062
AIJ-102427,HR Specialist,Finance,UK,Master,22,0.51,0.6,Hybrid,132710
AIJ-102428,Healthcare Analyst,Government,Pakistan,Master,6,0.44,0.88,Hybrid,196965
AIJ-102429,Software Developer,Media,Pakistan,Master,22,0.77,0.68,Hybrid,151036
AIJ-102430,HR Specialist,Energy,UAE,PhD,4,0.37,0.44,No,38696
AIJ-102431,Prompt Engineer,Education,USA,PhD,25,0.38,0.93,Hybrid,142985
AIJ-102432,DevOps Engineer,Healthcare,Pakistan,High School,8,0.79,0.96,Yes,103528
AIJ-102433,Financial Analyst,Technology,Canada,High School,9,0.08,0.34,No,210422
AIJ-102434,IoT Specialist,Manufacturing,UAE,Master,10,0.67,0.22,No,190745
AIJ-102435,AI Engineer,Media,UK,Master,2,0.24,0.43,Yes,82384
AIJ-102436,Cloud Architect,Transportation,UAE,Bachelor,6,0.56,0.89,No,106194
AIJ-102437,Business Analyst,Government,UK,Bachelor,2,0.39,0.21,Hybrid,143726
AIJ-102438,IoT Specialist,Technology,UK,Master,14,0.85,0.99,Hybrid,208238
AIJ-102439,HR Specialist,Energy,UK,Master,25,0.22,0.51,Yes,185145
AIJ-102440,Business Analyst,Government,Pakistan,PhD,4,0.09,0.71,Hybrid,201677
AIJ-102441,Business Analyst,Retail,Singapore,High School,5,0.45,0.97,Hybrid,113875
AIJ-102442,Financial Analyst,Retail,India,Master,17,0.07,0.2,No,59334
AIJ-102443,Teacher,Technology,UK,Master,24,0.64,0.56,No,191308
AIJ-102444,Product Manager,Healthcare,USA,Bachelor,24,0.1,0.71,Hybrid,64403
AIJ-102445,DevOps Engineer,Education,Germany,High School,25,0.63,0.59,Yes,189186
AIJ-102446,Financial Analyst,Media,UK,Master,12,0.24,0.49,No,217966
AIJ-102447,Business Analyst,Transportation,Singapore,Bachelor,11,0.88,0.8,No,142091
AIJ-102448,AI Engineer,Energy,UAE,PhD,8,0.34,0.64,No,125775
AIJ-102449,IoT Specialist,Government,Pakistan,High School,23,0.43,0.5,Hybrid,190001
AIJ-102450,Blockchain Developer,Manufacturing,USA,Bachelor,0,0.69,0.28,Hybrid,67281
AIJ-102451,Cloud Architect,Retail,Singapore,PhD,8,0.39,0.46,Hybrid,218465
AIJ-102452,Product Manager,Retail,Japan,High School,13,0.62,0.88,Hybrid,116899
AIJ-102453,Robotics Engineer,Government,UAE,Bachelor,24,0.09,0.63,Yes,160164
AIJ-102454,Teacher,Energy,Canada,PhD,20,0.3,0.99,No,114469
AIJ-102455,Product Manager,Retail,Canada,Bachelor,17,0.06,0.44,Hybrid,34376
AIJ-102456,AI Engineer,Government,Germany,PhD,11,0.35,0.9,No,188916
AIJ-102457,UX Designer,Media,Germany,PhD,19,0.38,0.28,No,172075
AIJ-102458,UX Designer,Government,USA,PhD,0,0.15,0.5,Hybrid,177679
AIJ-102459,HR Specialist,Healthcare,Pakistan,PhD,6,0.38,0.66,Hybrid,130595
AIJ-102460,Product Manager,Transportation,USA,High School,17,0.54,0.57,Hybrid,215266
AIJ-102461,UX Designer,Healthcare,UAE,High School,21,0.23,0.41,No,73627
AIJ-102462,Software Developer,Finance,USA,Master,9,0.21,0.24,Hybrid,163035
AIJ-102463,Robotics Engineer,Finance,Pakistan,High School,0,0.48,0.83,Hybrid,39014
AIJ-102464,Business Analyst,Retail,USA,Bachelor,1,0.26,0.59,No,102291
AIJ-102465,AI Engineer,Healthcare,Pakistan,Bachelor,19,0.42,0.33,Hybrid,72533
AIJ-102466,UX Designer,Technology,UAE,PhD,13,0.51,0.95,No,64791
AIJ-102467,UX Designer,Retail,Japan,PhD,17,0.62,0.28,Hybrid,92867
AIJ-102468,Blockchain Developer,Finance,Pakistan,Master,14,0.87,0.66,Yes,185660
AIJ-102469,UX Designer,Energy,Pakistan,High School,9,0.26,0.4,No,30496
AIJ-102470,Robotics Engineer,Energy,Pakistan,High School,17,0.73,0.62,Hybrid,133259
AIJ-102471,Business Analyst,Transportation,UAE,PhD,4,0.36,0.62,Hybrid,191283
AIJ-102472,Machine Learning Engineer,Education,UAE,Bachelor,1,0.14,0.43,No,66030
AIJ-102473,Data Engineer,Media,UAE,PhD,6,0.26,0.92,Yes,188369
AIJ-102474,Financial Analyst,Healthcare,USA,Master,24,0.9,0.62,Hybrid,103701
AIJ-102475,Data Scientist,Energy,India,Bachelor,6,0.55,0.43,Hybrid,198434
AIJ-102476,Business Analyst,Finance,India,Bachelor,8,0.1,0.93,Yes,178139
AIJ-102477,Product Manager,Transportation,UK,Master,8,0.17,0.71,No,30996
AIJ-102478,DevOps Engineer,Government,Canada,High School,4,0.61,0.63,No,184154
AIJ-102479,Software Developer,Media,Germany,High School,2,0.57,0.84,Hybrid,123234
AIJ-102480,Software Developer,Transportation,UAE,PhD,1,0.39,0.43,Yes,35463
AIJ-102481,Financial Analyst,Transportation,India,Bachelor,18,0.24,0.88,No,170887
AIJ-102482,Cloud Architect,Finance,Japan,High School,17,0.25,0.24,Yes,76231
AIJ-102483,Data Scientist,Manufacturing,USA,PhD,25,0.19,0.32,No,145516
AIJ-102484,UX Designer,Transportation,Australia,Bachelor,25,0.91,0.8,Yes,206266
AIJ-102485,DevOps Engineer,Energy,UAE,PhD,23,0.89,0.55,Yes,97013
AIJ-102486,Machine Learning Engineer,Technology,Pakistan,PhD,8,0.9,0.8,Yes,107134
AIJ-102487,Cybersecurity Analyst,Healthcare,Australia,High School,3,0.51,0.58,No,88226
AIJ-102488,Business Analyst,Transportation,Japan,High School,22,0.36,0.73,Hybrid,98449
AIJ-102489,Financial Analyst,Government,UAE,PhD,8,0.34,0.7,Yes,147527
AIJ-102490,HR Specialist,Transportation,Singapore,Master,1,0.48,0.52,Hybrid,97060
AIJ-102491,Blockchain Developer,Media,Japan,Master,11,0.53,0.63,Yes,135920
AIJ-102492,Software Developer,Government,Pakistan,PhD,6,0.45,0.28,No,32213
AIJ-102493,Robotics Engineer,Retail,Australia,Master,25,0.25,0.7,Yes,47065
AIJ-102494,Digital Marketer,Finance,Singapore,Master,1,0.91,0.51,Yes,218748
AIJ-102495,Blockchain Developer,Transportation,Germany,PhD,6,0.8,0.67,Hybrid,174674
AIJ-102496,Blockchain Developer,Transportation,India,High School,0,0.92,0.7,Hybrid,200869
AIJ-102497,Blockchain Developer,Technology,USA,PhD,1,0.52,0.47,Yes,93877
AIJ-102498,Data Engineer,Healthcare,Australia,Bachelor,25,0.72,0.3,No,50094
AIJ-102499,Digital Marketer,Finance,Singapore,Bachelor,23,0.6,0.26,Yes,141554
AIJ-102500,Data Scientist,Finance,Pakistan,Master,9,0.15,0.91,Hybrid,157056
AIJ-102501,Healthcare Analyst,Technology,UK,Master,4,0.68,0.95,No,191923
AIJ-102502,Data Scientist,Energy,Canada,Bachelor,19,0.92,0.32,Hybrid,70519
AIJ-102503,Business Analyst,Government,USA,High School,9,0.72,0.64,Hybrid,160809
AIJ-102504,Robotics Engineer,Government,Japan,High School,20,0.69,0.87,Yes,200588
AIJ-102505,Cloud Architect,Education,UAE,High School,11,0.87,0.47,Yes,151062
AIJ-102506,Data Engineer,Retail,UK,PhD,9,0.39,0.96,Hybrid,97386
AIJ-102507,Healthcare Analyst,Government,India,Master,6,0.81,0.38,Hybrid,138977
AIJ-102508,Financial Analyst,Transportation,Pakistan,Master,19,0.74,0.67,Hybrid,138892
AIJ-102509,Robotics Engineer,Healthcare,Canada,High School,11,0.46,0.97,Hybrid,56030
AIJ-102510,Healthcare Analyst,Technology,Japan,High School,12,0.54,0.89,Yes,136171
AIJ-102511,AI Engineer,Technology,Japan,Master,9,0.64,0.68,Yes,54242
AIJ-102512,Product Manager,Finance,Australia,Bachelor,5,0.22,0.21,No,195911
AIJ-102513,Cybersecurity Analyst,Retail,Canada,Master,5,0.82,0.6,No,154712
AIJ-102514,DevOps Engineer,Transportation,India,Bachelor,22,0.8,0.77,Hybrid,46578
AIJ-102515,Machine Learning Engineer,Retail,Pakistan,PhD,18,0.77,0.95,Hybrid,156962
AIJ-102516,Cloud Architect,Healthcare,UAE,PhD,16,0.32,0.67,No,134714
AIJ-102517,Data Scientist,Technology,UK,Master,23,0.24,0.65,No,93239
AIJ-102518,IoT Specialist,Technology,Canada,Bachelor,3,0.19,0.49,Hybrid,218584
AIJ-102519,Digital Marketer,Media,UAE,PhD,2,0.36,0.66,No,111648
AIJ-102520,DevOps Engineer,Retail,Germany,Bachelor,3,0.7,0.58,No,190146
AIJ-102521,Prompt Engineer,Transportation,UK,High School,22,0.48,0.28,Hybrid,88256
AIJ-102522,Robotics Engineer,Healthcare,Australia,Master,18,0.52,0.65,Yes,102165
AIJ-102523,Data Scientist,Education,Australia,Bachelor,5,0.09,0.77,Yes,202052
AIJ-102524,Blockchain Developer,Education,Japan,PhD,2,0.13,0.75,Hybrid,46209
AIJ-102525,IoT Specialist,Transportation,India,High School,20,0.75,0.84,No,148155
AIJ-102526,DevOps Engineer,Education,USA,Master,14,0.76,0.9,Hybrid,215018
AIJ-102527,Prompt Engineer,Government,Pakistan,High School,16,0.94,0.54,No,41694
AIJ-102528,UX Designer,Healthcare,UK,Master,0,0.29,0.28,Hybrid,215896
AIJ-102529,Product Manager,Transportation,Canada,PhD,20,0.55,0.74,Yes,32026
AIJ-102530,Software Developer,Healthcare,Australia,Master,0,0.91,0.62,Yes,188317
AIJ-102531,Software Developer,Media,Japan,Bachelor,5,0.33,0.82,Hybrid,117501
AIJ-102532,HR Specialist,Education,Canada,Bachelor,10,0.6,0.84,Yes,105928
AIJ-102533,Healthcare Analyst,Energy,Australia,Master,3,0.11,0.88,No,63433
AIJ-102534,Cloud Architect,Education,Pakistan,High School,6,0.71,0.95,Yes,105320
AIJ-102535,UX Designer,Media,UK,High School,16,0.44,0.45,No,215823
AIJ-102536,Cybersecurity Analyst,Education,India,PhD,11,0.1,0.81,Yes,119244
AIJ-102537,Digital Marketer,Media,Germany,Master,2,0.26,0.27,Yes,118988
AIJ-102538,Teacher,Education,Germany,PhD,14,0.79,0.7,Hybrid,91947
AIJ-102539,Business Analyst,Retail,USA,Bachelor,10,0.94,0.24,Hybrid,33209
AIJ-102540,DevOps Engineer,Manufacturing,Canada,Master,15,0.06,0.51,Hybrid,103777
AIJ-102541,Robotics Engineer,Energy,Canada,High School,12,0.84,0.27,Hybrid,187710
AIJ-102542,Teacher,Government,Singapore,Master,4,0.52,0.54,Yes,203088
AIJ-102543,DevOps Engineer,Manufacturing,Canada,Bachelor,6,0.73,0.23,No,146124
AIJ-102544,IoT Specialist,Technology,India,Master,6,0.56,0.8,Hybrid,184819
AIJ-102545,UX Designer,Education,Canada,Master,23,0.62,0.52,Yes,47890
AIJ-102546,Machine Learning Engineer,Retail,Canada,PhD,1,0.88,0.45,Yes,37742
AIJ-102547,IoT Specialist,Energy,UK,High School,24,0.45,0.83,No,180036
AIJ-102548,Software Developer,Healthcare,Pakistan,High School,15,0.17,0.9,No,172077
AIJ-102549,Healthcare Analyst,Healthcare,Japan,PhD,12,0.61,0.53,Yes,198787
AIJ-102550,Blockchain Developer,Healthcare,UAE,High School,5,0.45,0.49,Yes,147586
AIJ-102551,Machine Learning Engineer,Retail,India,Master,5,0.63,0.66,No,141121
AIJ-102552,Robotics Engineer,Government,Canada,PhD,17,0.86,0.47,Hybrid,177858
AIJ-102553,Prompt Engineer,Media,UAE,High School,20,0.57,0.33,Hybrid,174941
AIJ-102554,Robotics Engineer,Education,USA,High School,7,0.57,0.41,Yes,139720
AIJ-102555,Financial Analyst,Transportation,Germany,High School,9,0.56,0.86,Hybrid,112627
AIJ-102556,Software Developer,Retail,Pakistan,PhD,8,0.48,0.26,Yes,42833
AIJ-102557,DevOps Engineer,Media,Singapore,Bachelor,17,0.23,0.35,Hybrid,146944
AIJ-102558,Teacher,Government,Germany,PhD,17,0.18,0.46,No,158753
AIJ-102559,Financial Analyst,Technology,Singapore,PhD,14,0.89,0.34,Yes,191690
AIJ-102560,Digital Marketer,Government,UAE,High School,17,0.82,0.96,Yes,205817
AIJ-102561,DevOps Engineer,Finance,India,Bachelor,12,0.67,0.42,Yes,205278
AIJ-102562,Prompt Engineer,Healthcare,Germany,Bachelor,18,0.15,0.62,No,137179
AIJ-102563,Software Developer,Media,India,Bachelor,16,0.52,0.23,Hybrid,151916
AIJ-102564,Data Scientist,Retail,Singapore,PhD,23,0.34,0.89,Yes,191570
AIJ-102565,HR Specialist,Government,UAE,PhD,4,0.69,0.58,Yes,219162
AIJ-102566,AI Engineer,Transportation,Australia,PhD,24,0.5,0.31,Hybrid,125241
AIJ-102567,Software Developer,Technology,UAE,Master,0,0.89,0.61,Yes,48447
AIJ-102568,Machine Learning Engineer,Education,UK,Bachelor,3,0.34,0.95,No,118793
AIJ-102569,Data Engineer,Healthcare,Pakistan,PhD,18,0.23,0.94,No,92513
AIJ-102570,Software Developer,Media,UAE,Master,1,0.42,0.29,Hybrid,46699
AIJ-102571,HR Specialist,Government,Japan,PhD,4,0.33,0.63,Hybrid,166169
AIJ-102572,HR Specialist,Healthcare,UK,PhD,1,0.55,0.35,No,58006
AIJ-102573,Data Engineer,Energy,Pakistan,Master,14,0.92,0.67,Yes,93389
AIJ-102574,Digital Marketer,Technology,USA,Master,12,0.08,0.52,Yes,70154
AIJ-102575,DevOps Engineer,Technology,Pakistan,High School,11,0.41,0.5,Hybrid,128605
AIJ-102576,Blockchain Developer,Finance,Japan,High School,22,0.59,0.59,Yes,89179
AIJ-102577,Cybersecurity Analyst,Retail,UK,Master,21,0.43,0.82,Hybrid,160309
AIJ-102578,Digital Marketer,Technology,Japan,Bachelor,3,0.89,0.29,No,87463
AIJ-102579,Healthcare Analyst,Energy,Singapore,PhD,13,0.62,0.83,Hybrid,139273
AIJ-102580,Healthcare Analyst,Retail,Germany,Master,14,0.39,0.91,Hybrid,54256
AIJ-102581,Cloud Architect,Retail,India,PhD,13,0.36,0.8,Yes,196357
AIJ-102582,Healthcare Analyst,Education,Australia,Bachelor,15,0.53,0.49,No,112235
AIJ-102583,Machine Learning Engineer,Energy,Australia,Master,16,0.55,0.86,No,77449
AIJ-102584,Business Analyst,Healthcare,Pakistan,High School,20,0.9,0.72,Yes,84168
AIJ-102585,Business Analyst,Transportation,UK,Bachelor,7,0.22,0.44,Hybrid,181424
AIJ-102586,IoT Specialist,Retail,USA,PhD,9,0.16,0.7,No,112336
AIJ-102587,AI Engineer,Energy,Canada,Bachelor,23,0.36,0.58,No,179877
AIJ-102588,Digital Marketer,Retail,Singapore,Master,0,0.38,0.3,Yes,143243
AIJ-102589,Data Scientist,Healthcare,Pakistan,PhD,19,0.67,0.48,Yes,76980
AIJ-102590,UX Designer,Healthcare,UAE,High School,0,0.06,0.69,Hybrid,82850
AIJ-102591,Healthcare Analyst,Media,Germany,PhD,6,0.57,0.75,No,124146
AIJ-102592,Prompt Engineer,Media,India,Bachelor,14,0.86,0.61,Hybrid,47978
AIJ-102593,UX Designer,Manufacturing,Canada,High School,16,0.65,0.5,Yes,30676
AIJ-102594,Teacher,Manufacturing,USA,Master,6,0.24,0.59,Yes,141862
AIJ-102595,UX Designer,Government,Germany,High School,25,0.73,0.72,No,125958
AIJ-102596,Data Scientist,Government,Singapore,PhD,5,0.62,0.85,No,217436
AIJ-102597,AI Engineer,Finance,Pakistan,Master,5,0.44,0.53,No,218005
AIJ-102598,HR Specialist,Retail,Pakistan,Bachelor,4,0.22,0.71,No,113674
AIJ-102599,Teacher,Manufacturing,Australia,Bachelor,17,0.51,0.81,Yes,164502
AIJ-102600,Product Manager,Transportation,Pakistan,Bachelor,20,0.61,0.39,Hybrid,198823
AIJ-102601,DevOps Engineer,Media,Germany,Bachelor,11,0.52,0.7,Yes,192118
AIJ-102602,Prompt Engineer,Energy,USA,PhD,17,0.11,0.35,Hybrid,105111
AIJ-102603,Data Scientist,Finance,UK,High School,22,0.65,0.26,Yes,85925
AIJ-102604,Machine Learning Engineer,Energy,Germany,Bachelor,13,0.28,0.41,Hybrid,63178
AIJ-102605,Blockchain Developer,Transportation,Singapore,High School,24,0.8,0.51,Yes,172491
AIJ-102606,Teacher,Technology,Germany,Bachelor,22,0.35,0.83,No,138664
AIJ-102607,Blockchain Developer,Media,UAE,PhD,20,0.37,0.47,Yes,66083
AIJ-102608,Data Engineer,Energy,UAE,PhD,18,0.7,0.21,Hybrid,212416
AIJ-102609,Teacher,Technology,USA,Bachelor,9,0.21,0.96,Yes,51881
AIJ-102610,HR Specialist,Government,Australia,PhD,13,0.84,0.23,Hybrid,162302
AIJ-102611,Robotics Engineer,Government,India,PhD,6,0.41,0.88,Hybrid,52080
AIJ-102612,Blockchain Developer,Manufacturing,Japan,PhD,1,0.1,0.72,Hybrid,67722
AIJ-102613,Machine Learning Engineer,Healthcare,UK,Master,22,0.29,0.42,Hybrid,117404
AIJ-102614,Teacher,Government,Canada,Master,3,0.09,0.65,No,218890
AIJ-102615,Digital Marketer,Energy,India,High School,5,0.2,0.68,Yes,135261
AIJ-102616,Software Developer,Retail,USA,High School,14,0.89,0.51,No,105821
AIJ-102617,Cloud Architect,Finance,UK,Master,25,0.56,0.63,No,173897
AIJ-102618,Digital Marketer,Manufacturing,Canada,Master,19,0.58,0.21,Yes,144116
AIJ-102619,Digital Marketer,Transportation,UAE,Master,17,0.05,0.51,No,110839
AIJ-102620,Prompt Engineer,Government,Australia,Master,14,0.23,0.89,No,118254
AIJ-102621,Financial Analyst,Retail,Germany,High School,18,0.42,0.54,Hybrid,52783
AIJ-102622,Business Analyst,Manufacturing,Canada,Master,10,0.24,0.44,Yes,215033
AIJ-102623,Blockchain Developer,Manufacturing,Singapore,Bachelor,20,0.59,0.52,Yes,144852
AIJ-102624,Healthcare Analyst,Retail,USA,Bachelor,9,0.9,0.78,No,50000
AIJ-102625,Data Scientist,Manufacturing,UK,PhD,19,0.29,0.29,Hybrid,56792
AIJ-102626,Teacher,Energy,UAE,Master,12,0.43,0.71,No,156107
AIJ-102627,Data Engineer,Finance,Canada,PhD,0,0.17,0.69,Yes,177047
AIJ-102628,DevOps Engineer,Technology,Germany,Master,18,0.46,0.53,No,62291
AIJ-102629,Prompt Engineer,Healthcare,Pakistan,Bachelor,19,0.73,0.65,Yes,129709
AIJ-102630,Cybersecurity Analyst,Healthcare,UK,High School,4,0.25,0.78,No,156520
AIJ-102631,Business Analyst,Education,Pakistan,Bachelor,7,0.47,0.32,Yes,41982
AIJ-102632,Data Engineer,Finance,Germany,PhD,0,0.55,0.57,Hybrid,144717
AIJ-102633,UX Designer,Education,USA,PhD,4,0.77,0.5,Yes,150457
AIJ-102634,Cybersecurity Analyst,Healthcare,Germany,High School,24,0.1,0.87,Yes,164724
AIJ-102635,Healthcare Analyst,Technology,UAE,Master,18,0.27,0.35,No,194010
AIJ-102636,UX Designer,Healthcare,Australia,High School,21,0.52,0.97,No,200356
AIJ-102637,Healthcare Analyst,Transportation,India,High School,1,0.51,0.35,Yes,33656
AIJ-102638,IoT Specialist,Media,Canada,High School,13,0.13,0.54,No,112528
AIJ-102639,Healthcare Analyst,Media,Pakistan,High School,3,0.21,0.68,Hybrid,56476
AIJ-102640,AI Engineer,Media,Canada,Bachelor,22,0.51,0.21,Yes,100957
AIJ-102641,Product Manager,Transportation,Canada,High School,19,0.55,0.42,Yes,152823
AIJ-102642,Data Scientist,Finance,Singapore,Bachelor,3,0.94,0.98,Yes,175424
AIJ-102643,HR Specialist,Retail,UK,Master,18,0.33,0.65,No,169598
AIJ-102644,Cybersecurity Analyst,Healthcare,Germany,High School,6,0.11,0.28,Yes,125428
AIJ-102645,Data Scientist,Government,Singapore,PhD,4,0.53,0.92,Hybrid,198026
AIJ-102646,Software Developer,Retail,UAE,PhD,5,0.28,0.46,Yes,145325
AIJ-102647,IoT Specialist,Finance,Germany,High School,19,0.58,0.93,Yes,58708
AIJ-102648,AI Engineer,Retail,UAE,High School,24,0.36,0.94,No,218642
AIJ-102649,Cloud Architect,Healthcare,Canada,Bachelor,1,0.43,0.28,No,150163
AIJ-102650,Machine Learning Engineer,Manufacturing,Pakistan,Bachelor,11,0.58,0.35,No,137290
AIJ-102651,Product Manager,Education,USA,Master,6,0.44,0.8,No,211193
AIJ-102652,Data Scientist,Government,USA,Master,0,0.86,0.63,Yes,86940
AIJ-102653,Blockchain Developer,Media,UAE,High School,21,0.71,0.32,Hybrid,122260
AIJ-102654,HR Specialist,Healthcare,Singapore,Bachelor,24,0.41,0.88,Hybrid,185944
AIJ-102655,Cybersecurity Analyst,Transportation,UAE,Master,5,0.91,0.73,Hybrid,154522
AIJ-102656,UX Designer,Healthcare,UK,Master,10,0.88,0.63,Yes,53050
AIJ-102657,Cybersecurity Analyst,Media,Singapore,PhD,14,0.29,0.87,Hybrid,170056
AIJ-102658,Digital Marketer,Retail,Japan,Master,6,0.32,0.33,Hybrid,56537
AIJ-102659,Machine Learning Engineer,Education,Australia,Bachelor,15,0.7,0.83,Yes,145355
AIJ-102660,AI Engineer,Government,Pakistan,Master,19,0.92,0.34,No,46473
AIJ-102661,Data Scientist,Government,Japan,Master,3,0.41,0.53,Yes,151994
AIJ-102662,Blockchain Developer,Government,Pakistan,Master,0,0.08,0.62,Yes,120819
AIJ-102663,Machine Learning Engineer,Technology,UK,High School,14,0.19,0.49,No,70568
AIJ-102664,Blockchain Developer,Finance,USA,Bachelor,4,0.69,0.75,Hybrid,37568
AIJ-102665,Healthcare Analyst,Education,UK,Master,3,0.89,0.51,No,172944
AIJ-102666,Data Engineer,Manufacturing,Australia,Master,11,0.53,0.73,Yes,145078
AIJ-102667,IoT Specialist,Education,Pakistan,High School,2,0.36,0.35,Hybrid,166674
AIJ-102668,Cybersecurity Analyst,Technology,Germany,High School,16,0.23,0.55,Hybrid,219021
AIJ-102669,IoT Specialist,Media,India,PhD,5,0.68,0.73,Yes,115041
AIJ-102670,Product Manager,Finance,Japan,PhD,19,0.85,0.73,Yes,91195
AIJ-102671,HR Specialist,Education,Japan,PhD,14,0.14,0.21,Yes,121733
AIJ-102672,Teacher,Manufacturing,UAE,PhD,25,0.91,0.5,Yes,70416
AIJ-102673,UX Designer,Government,Singapore,High School,1,0.5,0.25,Hybrid,51564
AIJ-102674,Software Developer,Healthcare,Singapore,Bachelor,13,0.26,0.68,No,79344
AIJ-102675,Business Analyst,Finance,Japan,PhD,10,0.59,0.84,Hybrid,160351
AIJ-102676,Data Engineer,Government,USA,High School,12,0.6,0.42,No,177839
AIJ-102677,UX Designer,Retail,Australia,Bachelor,2,0.58,0.59,Yes,100147
AIJ-102678,Machine Learning Engineer,Healthcare,Pakistan,High School,4,0.67,0.31,Hybrid,39977
AIJ-102679,Data Engineer,Transportation,UAE,PhD,11,0.95,0.59,Yes,30320
AIJ-102680,Robotics Engineer,Energy,India,Bachelor,2,0.43,0.95,Yes,169444
AIJ-102681,Teacher,Energy,India,Master,19,0.54,0.63,Hybrid,50226
AIJ-102682,IoT Specialist,Media,Canada,Master,3,0.61,0.74,Yes,35494
AIJ-102683,Teacher,Transportation,Canada,High School,7,0.71,0.95,Yes,115427
AIJ-102684,DevOps Engineer,Education,Japan,Master,13,0.4,0.43,Hybrid,187649
AIJ-102685,IoT Specialist,Manufacturing,USA,Bachelor,15,0.39,0.74,Hybrid,212204
AIJ-102686,Robotics Engineer,Government,UAE,High School,12,0.93,0.94,Hybrid,217187
AIJ-102687,Machine Learning Engineer,Healthcare,Canada,High School,16,0.22,0.46,No,36978
AIJ-102688,Prompt Engineer,Technology,Singapore,High School,9,0.58,0.65,No,124204
AIJ-102689,Cloud Architect,Transportation,Germany,High School,25,0.86,0.68,No,56115
AIJ-102690,AI Engineer,Finance,India,Master,0,0.16,0.22,No,121327
AIJ-102691,DevOps Engineer,Energy,UAE,PhD,24,0.44,0.44,Hybrid,170734
AIJ-102692,Blockchain Developer,Retail,Germany,PhD,16,0.06,0.75,No,85503
AIJ-102693,Software Developer,Education,Germany,Master,10,0.43,0.81,Yes,73105
AIJ-102694,Product Manager,Energy,UK,Master,15,0.59,0.87,Hybrid,62133
AIJ-102695,Data Scientist,Media,UAE,Master,15,0.62,0.73,No,42541
AIJ-102696,Prompt Engineer,Media,Pakistan,High School,3,0.72,0.42,Hybrid,97140
AIJ-102697,Cybersecurity Analyst,Transportation,UAE,Bachelor,7,0.3,0.46,No,42041
AIJ-102698,Machine Learning Engineer,Transportation,UAE,Master,13,0.61,0.62,Hybrid,131729
AIJ-102699,Machine Learning Engineer,Media,Japan,Bachelor,2,0.13,0.78,Hybrid,175784
AIJ-102700,Cloud Architect,Retail,Japan,Bachelor,16,0.94,0.75,Hybrid,81964
AIJ-102701,UX Designer,Finance,UK,High School,13,0.3,0.67,Hybrid,130151
